0	610177390	129639608	370755163	200782497	129633747
1	596605140	86868777	235970840	198015767	86867884
2	589556446	139523979	585214921	201507491	139514355
3	632012049	87025191	243038014	200456553	87024279
4	556288257	453042555	565470664	201469456	452660678
5	639275393	386922465	195737997	199650829	385800474
6	803191351	113328330	474799118	199548453	113323833
7	612324367	413461554	568274521	200593583	412333863
8	766398717	86789429	258974976	201612541	86788476
9	613764095	131481872	608450334	198056126	131475850
10	661443671	80222339	267916338	198055850	80221601
11	589596394	142957255	478322952	196569888	142946573
12	609820455	80324073	245578441	202943871	80323343
13	609660712	466199747	625873334	200798845	465812831
14	601750729	86892928	212313256	199569002	86892014
15	748384539	413239153	585734298	198241482	412861323
16	669853633	420166436	236873689	200905005	419039047
17	881363303	71688535	394225005	199121799	71687994
18	616652515	131665130	582761821	199675385	131659078
19	721462100	78558063	263705850	202410341	78557409

