0	118582663	10126189	117182547	200919452	10126188
1	134433075	10248428	10368995	199683640	10248428
2	120356840	10205107	61107370	201462559	10205105
3	154078494	10325903	30346388	199111109	10325902
4	117450618	1606813145	33432665	198814542	12212696
5	956833278	16965048	1626943113	199793674	16963509
6	167353645	10205210	22579693	201275806	10205207
7	108991567	22990586	30286171	199338518	22958835
8	177195683	30303259	16686231	198495152	30301481
9	105821977	33787917	30132667	201080670	33774243
10	964964182	828520283	30329186	200898560	31218362
11	165550290	81349074	828268037	199714803	81282420
12	121836238	30132773	30497900	201454643	30131027
13	266671929	338893684	10004289	199116753	338592708
14	131904682	30127389	30703274	198817526	30125599
15	149789031	30016983	10004830	200960014	30015165
16	346741688	828426078	232272280	199636589	31124177
17	171028004	30175628	808345115	201464941	30173780
18	119484573	10042177	30303424	199109475	10042177
19	181854606	30341308	10201929	198835860	30339475

