3 99.9 99.6 108 98.1 99.3 111 100 100 536 1479 1898
4 100  100  82  99   100  108 100 100 537 927  1257
5 99.9 100  72  100  100  106 100 100 522 707  879
6 99.8 100  66  100  100  106 100 100 487 523  583
7 100  100  65  99.9 100  104 100 100 480 381  520
8 99.5 100  59  100  100  120 100 100 416 267  327
9 99.7 100  55  99.7 100  112 100 100 424 179  179
